Age,Education_num,Race,Sex,Hours_per_week,>50k,Class_ind,Occupation_ind
45,12,White,1,56,1,1,1
33,9,White,0,50,1,1,1
61,13,Black,1,40,0,1,1
55,9,White,0,45,0,1,1
27,12,White,1,42,0,1,1
29,9,White,0,36,0,1,1
40,13,White,1,60,1,1,1
36,9,Black,0,40,0,1,1
23,13,White,0,30,0,1,1
49,9,White,0,50,0,1,1
39,9,White,0,40,0,1,1
47,14,White,0,40,1,1,1
40,10,White,1,40,1,1,1
40,13,White,0,55,1,1,1
46,14,White,0,20,0,1,1
35,9,White,0,40,0,1,1
19,9,White,1,30,0,1,1
42,14,White,0,40,1,1,1
64,13,White,0,40,0,0,0
49,7,White,0,40,0,1,1
44,13,Black,1,35,0,1,1
64,9,White,0,60,1,1,1
23,9,White,0,60,0,1,1
22,9,White,0,40,0,1,1
22,9,White,1,40,0,1,1
43,12,Black,0,40,0,1,1
34,13,White,0,37,0,1,1
21,10,White,1,30,0,1,1
21,9,Black,0,40,0,1,1
34,10,Black,1,40,0,1,1
68,14,White,1,20,0,1,1
45,14,White,0,52,1,1,1
33,9,White,0,38,0,1,1
41,13,White,0,40,1,1,1
19,10,White,1,45,0,0,0
30,4,White,0,40,0,1,1
69,15,White,0,40,1,1,1
25,13,White,0,44,0,1,1
36,10,White,1,30,0,1,1
20,10,White,0,40,0,0,0
38,10,White,1,40,0,1,1
40,9,White,0,50,1,1,1
59,9,White,0,40,1,1,1
36,7,Other,0,40,0,1,1
33,13,White,0,40,1,1,1
31,12,White,0,40,0,1,1
51,7,White,1,35,0,1,1
31,13,White,0,35,0,1,1
48,2,White,0,52,0,1,1
52,9,White,1,40,0,1,1
41,9,White,0,44,0,1,1
40,14,White,1,40,0,1,1
53,9,White,0,45,0,1,1
24,10,White,0,40,0,1,1
38,13,White,0,48,0,1,1
53,10,White,1,40,0,1,1
70,9,White,0,40,0,1,1
58,7,White,0,40,0,1,1
54,9,White,1,40,0,1,1
44,11,White,1,40,1,1,1
42,9,Black,0,40,0,1,1
47,14,White,0,50,1,1,1
34,13,White,1,20,1,1,1
39,10,White,0,84,1,1,1
52,9,White,0,40,1,1,1
21,9,Asian-Pac-Islander,1,40,0,1,1
57,9,White,0,70,0,1,1
71,9,White,0,3,0,1,1
28,13,White,0,40,1,1,1
21,10,White,1,35,0,1,1
38,8,White,0,40,0,1,1
21,10,Asian-Pac-Islander,0,22,0,0,0
47,13,White,0,48,0,1,1
85,14,White,1,5,0,1,1
53,3,White,0,40,0,1,1
54,9,White,0,40,1,1,1
53,9,White,0,34,0,1,1
46,13,White,0,40,1,1,1
46,10,White,0,40,1,1,1
36,9,White,0,60,1,1,1
73,9,White,1,15,0,1,1
23,13,White,1,45,0,1,1
42,10,White,1,45,1,1,1
39,9,White,0,40,1,1,1
34,9,White,0,48,0,1,1
57,10,White,0,40,0,1,1
49,9,White,1,60,0,1,1
20,10,White,0,40,0,1,1
45,10,White,0,40,0,1,1
64,9,White,1,40,0,1,1
19,9,White,0,40,0,1,1
19,4,White,0,40,0,1,1
17,8,White,1,20,0,1,1
67,9,White,0,40,0,1,1
22,9,White,0,50,0,1,1
41,10,White,0,50,0,1,1
22,13,White,1,45,0,1,1
38,13,White,1,40,0,1,1
40,14,White,0,50,0,1,1
23,9,White,0,40,0,1,1
90,9,Asian-Pac-Islander,0,40,0,1,1
18,10,White,1,25,0,1,1
31,13,Asian-Pac-Islander,0,35,0,1,1
34,11,White,0,55,0,1,1
44,9,Black,0,40,1,1,1
17,6,Other,1,35,0,1,1
67,4,White,1,6,0,0,0
21,9,White,0,40,0,1,1
57,3,Black,0,40,0,1,1
26,13,White,1,40,0,1,1
33,10,White,0,40,1,1,1
43,9,White,1,40,0,1,1
35,14,White,1,35,0,1,1
46,9,White,1,80,0,1,1
48,13,White,0,60,1,1,1
52,12,White,0,40,0,1,1
28,10,White,0,35,0,1,1
35,11,White,0,40,1,1,1
17,7,White,1,40,0,1,1
47,13,White,0,60,1,1,1
38,13,White,0,45,0,1,1
34,13,White,0,40,1,1,1
36,10,White,1,40,0,1,1
47,10,White,0,21,0,1,1
58,16,White,0,60,1,1,1
46,6,White,1,40,0,1,1
28,9,Black,1,20,0,1,1
46,10,White,0,55,1,1,1
35,9,White,0,40,0,1,1
27,13,White,1,40,0,1,1
41,10,White,0,40,1,1,1
22,13,White,0,40,0,1,1
20,10,White,1,40,0,1,1
32,10,White,0,48,0,1,1
29,10,White,0,44,0,1,1
23,12,White,1,15,0,1,1
81,6,White,0,45,0,1,1
17,6,White,1,20,0,1,1
40,13,White,0,40,1,1,1
19,10,White,0,30,0,1,1
50,14,White,0,20,0,1,1
42,10,White,0,45,0,1,1
18,6,White,0,16,0,1,1
38,10,White,0,40,0,1,1
67,5,White,1,32,0,1,1
55,9,White,0,48,1,1,1
46,15,White,0,45,1,1,1
31,14,White,1,40,1,1,1
23,12,White,1,30,0,0,0
30,9,White,0,40,0,1,1
23,10,White,0,40,0,0,0
52,10,White,0,40,1,1,1
63,9,White,1,45,0,1,1
69,9,White,0,28,0,1,1
40,12,White,0,80,1,1,1
33,8,White,0,40,0,1,1
81,15,White,0,45,1,1,1
71,11,White,0,28,0,1,1
26,6,White,0,40,0,1,1
51,14,White,1,32,1,1,1
26,9,Black,0,40,0,1,1
56,14,White,1,70,0,1,1
18,7,Other,0,25,0,1,1
43,10,White,0,37,0,1,1
46,14,White,0,60,1,1,1
30,13,White,1,40,0,1,1
34,5,Black,1,35,0,1,1
36,9,Asian-Pac-Islander,0,60,0,1,1
44,10,Black,0,40,0,1,1
38,10,White,0,48,0,1,1
43,15,White,0,20,0,1,1
46,13,White,1,40,0,1,1
22,10,Asian-Pac-Islander,0,20,0,0,0
61,9,White,0,38,0,1,1
31,13,White,0,40,0,1,1
41,9,White,0,50,0,1,1
25,13,White,1,60,0,1,1
34,10,Amer-Indian-Eskimo,0,40,0,1,1
39,11,White,1,32,0,1,1
20,9,White,1,40,0,1,1
45,10,White,1,32,0,1,1
18,9,White,1,30,0,1,1
27,10,Black,1,37,0,1,1
33,6,White,0,40,0,1,1
42,9,White,0,50,0,1,1
49,9,White,0,40,0,1,1
36,13,White,0,40,0,1,1
28,11,White,1,40,0,1,1
56,12,White,1,30,0,1,1
18,7,White,1,18,0,1,1
65,10,White,0,40,1,1,1
17,6,White,0,30,0,1,1
27,13,White,0,50,1,1,1
23,13,Black,1,30,0,1,1
39,7,White,0,1,0,1,1
46,9,White,0,45,0,1,1
32,9,White,0,70,0,1,1
34,13,Asian-Pac-Islander,1,40,0,1,1
26,11,White,0,40,0,1,1
80,9,White,1,14,0,0,0
61,6,White,1,36,0,1,1
19,10,White,0,40,0,0,0
31,11,White,0,48,0,1,1
56,9,White,0,40,0,1,1
23,9,White,0,20,0,1,1
48,10,White,0,45,0,1,1
73,10,White,0,20,1,1,1
29,9,Black,0,40,0,0,0
28,11,Black,0,40,0,1,1
48,7,Black,1,10,0,0,0
41,11,White,0,42,0,1,1
28,10,White,0,50,1,1,1
37,11,White,0,45,0,1,1
20,10,White,1,35,0,1,1
45,11,White,1,48,1,1,1
34,13,White,0,45,1,1,1
72,11,White,0,45,1,1,1
54,10,White,0,40,1,1,1
24,13,White,1,40,0,1,1
23,12,Asian-Pac-Islander,1,30,0,1,1
21,10,White,0,40,0,0,0
49,10,Black,1,40,0,1,1
45,9,White,1,35,0,1,1
41,9,White,0,36,0,1,1
51,10,Black,1,40,1,1,1
40,10,White,1,40,0,1,1
29,14,White,0,50,0,1,1
26,5,White,0,35,0,1,1
59,7,White,0,40,0,1,1
36,10,White,1,40,0,1,1
48,13,White,0,55,1,1,1
22,10,White,1,16,0,1,1
52,5,White,0,45,1,1,1
39,9,White,1,47,0,1,1
25,9,White,0,40,0,1,1
37,11,White,0,60,1,1,1
37,10,White,0,40,1,1,1
33,13,White,0,60,0,1,1
48,13,White,0,38,1,1,1
29,11,White,0,40,0,1,1
59,9,White,1,40,0,1,1
48,9,White,1,40,0,1,1
49,2,White,1,40,0,1,1
23,11,White,0,40,0,1,1
26,10,White,0,45,0,1,1
34,9,White,0,40,0,1,1
20,10,White,0,40,0,0,0
39,9,White,0,40,1,1,1
50,10,White,0,40,0,1,1
54,9,White,0,60,1,1,1
37,9,White,0,40,0,1,1
34,10,White,0,35,0,1,1
23,13,Asian-Pac-Islander,0,20,0,1,1
20,10,Black,1,40,0,0,0
37,10,White,0,70,0,1,1
19,10,White,0,25,0,0,0
35,13,White,0,50,1,1,1
24,13,White,1,40,0,1,1
23,12,Black,0,20,0,1,1
23,13,Black,1,32,0,1,1
27,10,Other,1,32,0,1,1
25,9,White,1,50,0,1,1
27,15,Black,1,80,0,1,1
68,9,White,0,23,0,0,0
45,11,White,1,40,0,1,1
55,10,White,0,40,0,1,1
46,13,White,0,50,0,1,1
31,9,White,0,50,0,1,1
33,9,Amer-Indian-Eskimo,0,40,0,1,1
40,10,White,0,50,0,1,1
23,14,White,1,10,0,1,1
39,9,White,0,50,0,1,1
32,9,White,0,40,1,1,1
55,10,White,0,50,0,1,1
46,10,White,1,50,0,1,1
29,12,Amer-Indian-Eskimo,0,25,0,1,1
49,14,White,1,35,1,1,1
59,9,White,0,50,0,1,1
30,11,White,0,40,0,1,1
47,9,White,0,40,0,1,1
58,4,White,1,40,0,1,1
58,2,White,0,40,0,1,1
20,9,White,0,25,0,1,1
43,10,White,1,30,0,1,1
19,10,White,1,40,0,1,1
40,14,White,0,40,1,1,1
23,10,White,0,20,0,1,1
61,8,Black,1,40,0,1,1
54,13,White,0,60,1,1,1
32,14,White,0,60,1,1,1
25,9,White,0,36,0,1,1
30,9,White,0,42,0,1,1
19,9,White,0,38,0,1,1
23,13,White,0,40,0,0,0
65,11,White,0,35,0,1,1
25,13,White,0,44,0,1,1
21,9,White,0,35,0,1,1
48,5,White,0,40,0,1,1
23,9,White,0,40,0,1,1
24,10,White,1,40,0,1,1
30,13,White,0,60,0,1,1
31,14,White,1,45,0,1,1
58,8,White,0,40,0,1,1
33,16,White,0,50,1,1,1
32,13,White,0,52,1,1,1
29,13,Asian-Pac-Islander,1,45,1,1,1
61,9,White,1,99,0,1,1
43,10,White,0,44,1,1,1
38,11,White,0,40,0,1,1
17,7,White,1,15,0,1,1
36,10,White,1,40,1,1,1
45,10,White,0,40,1,1,1
62,14,White,0,55,0,1,1
46,11,White,1,20,0,1,1
42,15,White,0,38,0,1,1
31,10,White,0,50,0,1,1
42,12,White,0,40,0,1,1
37,13,White,0,40,1,1,1
51,9,White,0,42,1,1,1
45,10,White,0,40,0,1,1
73,9,White,1,20,1,1,1
19,9,White,1,55,0,1,1
29,13,White,0,40,0,1,1
39,15,Black,1,70,1,1,1
32,12,White,0,45,1,1,1
46,10,White,0,40,0,1,1
42,15,White,0,65,1,1,1
24,9,Black,0,40,0,1,1
41,13,White,0,45,1,1,1
64,9,White,1,24,0,0,0
28,10,White,0,40,0,1,1
57,9,White,0,40,0,1,1
29,6,White,0,45,1,1,1
35,9,White,1,40,0,1,1
39,13,White,1,30,1,1,1
38,9,White,0,40,0,1,1
40,13,White,0,40,0,1,1
49,9,White,1,40,0,1,1
32,9,White,1,50,0,1,1
40,10,White,1,30,0,1,1
29,12,White,1,37,0,1,1
36,10,White,1,25,0,1,1
47,10,White,0,42,1,1,1
23,10,White,1,40,0,1,1
41,10,White,0,40,0,1,1
41,14,White,1,50,1,1,1
18,8,White,0,22,0,1,1
34,12,Black,1,40,0,1,1
38,9,White,0,50,0,1,1
34,9,White,0,50,1,1,1
62,9,White,0,40,0,1,1
66,9,White,1,45,0,1,1
18,9,White,0,40,0,1,1
41,9,White,0,40,0,1,1
42,10,White,0,30,0,1,1
45,12,White,0,45,0,1,1
24,13,White,1,60,0,1,1
60,9,Black,0,40,0,1,1
39,9,White,0,40,0,1,1
44,13,White,0,40,1,1,1
29,10,White,0,45,0,1,1
37,13,Black,0,48,0,1,1
21,9,White,0,12,0,1,1
48,13,White,0,40,1,1,1
36,13,White,0,40,1,1,1
23,13,White,0,40,0,1,1
49,13,White,0,50,1,1,1
29,13,White,1,40,0,1,1
34,10,White,0,40,0,1,1
72,11,White,1,40,0,0,0
29,7,Black,0,40,0,1,1
45,13,White,1,30,0,1,1
29,7,White,0,52,0,1,1
37,12,White,1,40,0,1,1
42,12,White,0,44,1,1,1
70,9,White,0,6,0,0,0
43,13,White,0,40,1,1,1
63,9,White,0,48,0,1,1
64,10,White,0,35,0,1,1
38,13,White,0,60,0,1,1
24,10,Asian-Pac-Islander,1,40,0,1,1
29,9,White,0,30,0,1,1
30,12,Black,1,40,0,1,1
66,9,White,0,40,0,1,1
25,13,White,0,40,0,1,1
39,9,White,0,40,1,1,1
22,13,White,1,30,0,1,1
31,10,White,1,40,0,1,1
29,4,White,0,40,0,1,1
52,11,White,0,40,0,1,1
51,12,White,1,40,0,1,1
40,9,Black,0,40,0,1,1
57,10,White,1,40,1,0,0
64,10,White,1,60,0,1,1
31,9,White,1,28,0,1,1
74,4,White,0,40,0,1,1
43,10,Black,1,30,0,1,1
80,14,White,0,54,1,1,1
28,13,White,0,50,1,1,1
77,4,White,1,40,0,1,1
68,9,Black,1,24,0,1,1
51,9,White,1,38,0,1,1
21,9,White,1,40,0,1,1
43,8,White,0,40,0,1,1
42,9,White,0,40,0,1,1
48,14,White,1,40,0,1,1
30,7,White,0,40,0,1,1
34,4,White,1,40,0,0,0
32,9,White,0,42,0,1,1
56,9,White,0,40,0,1,1
50,10,White,0,40,0,1,1
40,9,Black,0,40,0,1,1
23,7,Black,1,40,0,1,1
54,10,Black,1,40,0,1,1
28,9,White,1,40,0,1,1
34,10,White,1,40,1,1,1
48,16,White,0,60,1,1,1
56,10,White,0,99,0,1,1
31,9,White,0,42,0,1,1
42,13,White,1,50,0,1,1
36,9,Asian-Pac-Islander,1,35,0,1,1
52,13,White,0,40,0,1,1
55,6,White,0,40,0,1,1
25,7,White,0,30,0,1,1
35,9,White,0,40,0,1,1
51,11,White,0,99,1,1,1
19,10,Asian-Pac-Islander,1,40,0,1,1
59,7,White,1,40,0,1,1
19,10,White,1,80,0,1,1
46,14,White,1,40,0,1,1
32,9,Black,0,45,0,0,0
46,15,White,0,40,1,1,1
26,10,White,0,25,0,1,1
55,9,Black,1,36,0,1,1
28,9,White,1,40,0,1,1
61,12,Asian-Pac-Islander,0,40,1,1,1
35,12,White,0,40,1,1,1
21,10,White,0,40,0,0,0
52,10,White,0,35,0,1,1
21,10,White,0,8,0,1,1
33,11,White,0,40,0,1,1
38,11,White,0,50,0,1,1
44,9,White,1,60,0,1,1
29,13,White,0,50,1,1,1
39,9,White,0,40,0,1,1
32,9,White,0,60,0,1,1
47,9,Black,1,55,0,1,1
28,12,White,0,35,0,1,1
59,10,White,0,55,1,1,1
38,13,White,0,48,1,1,1
23,13,White,1,15,0,1,1
44,13,White,0,40,1,1,1
55,14,White,0,40,1,1,1
65,13,White,0,60,1,1,1
19,10,White,1,14,0,1,1
58,7,White,0,35,0,1,1
49,14,Other,1,20,0,1,1
44,13,White,0,40,1,1,1
44,9,White,1,35,0,1,1
33,10,White,0,40,1,1,1
38,9,White,1,50,0,1,1
37,9,White,0,54,1,1,1
30,9,White,0,40,0,1,1
28,14,White,0,40,0,1,1
27,14,White,0,55,0,1,1
49,13,White,1,40,1,1,1
28,13,White,0,40,0,1,1
61,7,White,0,40,1,1,1
41,11,White,0,40,0,1,1
20,10,White,0,30,0,1,1
40,15,White,0,50,1,1,1
57,13,White,0,60,1,1,1
36,13,White,1,50,0,0,0
62,9,White,0,40,0,1,1
31,2,White,0,40,0,1,1
31,7,White,1,40,0,1,1
68,9,White,1,48,0,1,1
18,9,White,1,19,0,1,1
30,13,Black,0,40,0,1,1
42,13,White,1,12,0,0,0
38,9,White,0,44,0,1,1
19,9,White,0,37,0,1,1
22,10,White,1,40,0,1,1
46,9,Black,0,40,0,1,1
57,3,White,0,40,0,1,1
65,9,White,0,10,0,0,0
18,9,White,0,40,0,1,1
67,9,White,1,45,0,1,1
28,10,White,1,40,0,1,1
30,13,White,1,24,1,1,1
20,9,White,0,40,0,1,1
32,10,White,1,15,0,1,1
35,10,Asian-Pac-Islander,0,40,0,1,1
38,9,White,0,50,1,1,1
23,11,White,1,40,0,1,1
64,10,White,0,35,0,1,1
33,13,White,0,40,1,1,1
24,10,White,1,35,0,1,1
18,9,White,0,20,0,0,0
40,13,Black,1,35,0,0,0
27,9,Black,1,40,0,0,0
51,13,White,1,25,0,1,1
27,9,White,1,25,0,1,1
48,14,White,0,40,1,1,1
27,10,Other,0,40,0,1,1
24,13,White,1,60,0,1,1
31,9,White,0,45,0,1,1
42,10,White,1,40,0,1,1
51,9,Black,0,50,0,1,1
41,10,White,0,40,1,1,1
26,13,White,0,44,0,1,1
69,4,White,1,40,0,1,1
63,4,White,0,44,1,1,1
35,10,White,0,48,1,1,1
35,13,White,0,45,0,1,1
62,9,White,0,60,0,1,1
26,9,White,1,62,0,1,1
63,9,White,0,40,1,1,1
23,8,White,0,45,0,1,1
43,9,White,1,35,0,1,1
44,10,White,0,35,1,1,1
56,9,White,0,40,1,1,1
54,14,White,0,40,1,1,1
32,13,White,0,50,0,1,1
42,9,White,0,50,1,1,1
37,9,White,0,40,1,1,1
24,9,White,0,40,0,1,1
42,9,White,0,40,0,1,1
21,9,White,1,19,0,1,1
30,10,White,1,40,0,1,1
43,10,White,0,75,1,1,1
19,10,White,1,35,0,1,1
30,9,Asian-Pac-Islander,0,40,0,1,1
26,9,Black,0,40,0,1,1
38,13,White,1,45,0,1,1
74,9,White,0,30,0,0,0
54,13,White,0,40,1,1,1
20,9,White,0,40,0,1,1
22,10,White,1,15,0,1,1
40,9,White,0,75,1,1,1
23,10,White,1,20,0,1,1
22,10,White,0,20,0,1,1
18,5,Other,1,40,0,1,1
24,14,Asian-Pac-Islander,0,20,0,1,1
30,13,White,0,50,0,1,1
38,13,White,0,41,1,1,1
27,9,Asian-Pac-Islander,0,60,0,1,1
21,10,White,1,55,0,1,1
43,13,White,0,40,1,1,1
26,9,White,0,40,0,1,1
38,6,White,1,50,0,1,1
58,9,White,0,40,0,1,1
17,7,White,1,36,0,1,1
63,9,White,0,50,1,1,1
36,13,White,0,40,1,1,1
21,10,White,0,50,0,0,0
21,10,White,0,48,0,1,1
51,11,White,0,46,1,1,1
51,3,White,0,70,0,1,1
43,12,White,0,30,0,1,1
47,9,White,0,65,1,1,1
68,14,White,0,24,0,1,1
18,7,White,0,23,0,1,1
34,9,White,0,40,1,1,1
49,9,White,0,40,0,1,1
65,13,White,0,30,0,1,1
19,9,Black,0,40,0,1,1
59,9,White,1,60,1,1,1
29,13,White,0,40,0,1,1
33,12,White,0,60,1,1,1
39,11,White,1,40,1,1,1
64,10,White,0,12,0,1,1
48,9,White,0,40,0,1,1
37,10,White,0,40,0,1,1
26,9,White,1,40,0,1,1
31,10,White,1,40,0,1,1
30,11,White,1,40,0,1,1
54,13,White,0,40,1,1,1
62,9,White,0,40,0,1,1
59,9,Black,0,40,1,1,1
44,10,White,0,65,0,1,1
40,14,White,1,55,0,1,1
32,13,White,0,45,1,1,1
28,9,White,0,40,0,1,1
31,10,White,0,52,0,1,1
38,9,White,0,50,1,1,1
39,9,White,0,40,1,1,1
47,10,Black,0,40,0,1,1
43,13,White,0,47,1,1,1
27,13,Black,1,40,0,1,1
46,3,White,0,55,0,1,1
56,9,White,0,50,1,1,1
34,11,White,1,36,1,1,1
27,12,White,1,45,0,1,1
19,9,White,1,15,0,1,1
58,12,White,0,42,1,1,1
20,10,White,1,40,0,1,1
23,10,Black,1,40,0,1,1
31,9,Black,1,45,0,1,1
48,9,Black,1,37,0,1,1
28,13,White,0,65,1,1,1
34,13,White,0,40,1,1,1
38,5,White,0,40,1,1,1
25,9,Black,0,40,0,1,1
23,13,White,0,60,0,1,1
48,13,White,0,30,1,1,1
37,9,White,0,48,1,1,1
36,10,White,0,40,0,1,1
39,9,White,0,45,0,1,1
70,6,White,0,20,0,1,1
32,9,White,1,40,0,1,1
26,10,White,1,36,0,0,0
20,10,White,0,40,0,0,0
42,9,White,0,40,0,1,1
47,13,White,0,60,1,1,1
23,13,White,1,8,0,1,1
40,9,White,0,40,0,1,1
33,12,White,0,40,0,1,1
29,12,White,0,35,0,1,1
49,6,White,0,40,0,0,0
23,9,White,0,40,0,1,1
37,10,Black,1,40,0,1,1
56,9,White,1,37,1,1,1
64,10,White,0,50,1,1,1
31,10,Black,1,40,0,1,1
38,10,White,1,45,0,1,1
52,4,White,0,40,0,1,1
23,13,White,0,18,0,1,1
31,13,Asian-Pac-Islander,0,47,1,1,1
35,10,Asian-Pac-Islander,1,45,0,1,1
66,3,White,0,50,0,1,1
36,10,White,0,56,0,1,1
26,9,White,0,40,0,1,1
45,9,White,0,55,0,1,1
17,5,Black,0,20,0,0,0
27,2,White,1,40,0,1,1
41,13,White,1,99,0,1,1
52,10,White,0,48,1,1,1
48,13,White,1,50,1,1,1
33,13,White,0,40,1,1,1
22,13,White,0,10,0,1,1
59,8,Black,0,40,1,1,1
72,12,White,0,16,1,0,0
52,14,White,0,50,1,1,1
18,9,White,1,25,0,1,1
40,8,White,0,40,0,1,1
54,9,Black,1,40,0,1,1
17,7,White,1,10,0,1,1
23,9,White,0,70,0,1,1
53,11,Black,1,40,0,1,1
27,6,Black,0,40,0,1,1
27,14,White,0,37,0,1,1
23,11,White,1,40,0,1,1
32,9,White,0,65,0,1,1
29,11,White,0,40,0,1,1
26,9,White,0,40,0,1,1
47,13,White,1,50,0,1,1
29,12,White,1,40,0,1,1
51,16,White,0,60,1,1,1
60,3,Black,0,40,0,1,1
25,13,White,0,55,1,1,1
50,4,White,0,50,0,1,1
60,10,White,0,40,1,1,1
52,10,White,1,49,0,1,1
35,9,White,0,40,1,1,1
31,13,White,0,50,1,1,1
43,14,White,0,60,1,1,1
55,9,White,1,20,0,1,1
22,7,White,0,40,0,1,1
36,13,Asian-Pac-Islander,0,40,0,1,1
51,12,White,0,38,0,1,1
61,13,White,0,40,0,1,1
29,10,Black,1,40,0,1,1
47,9,White,0,40,0,1,1
73,10,White,1,20,0,1,1
20,9,White,0,40,0,1,1
20,10,Black,0,40,0,1,1
36,9,White,0,45,0,1,1
28,9,White,1,50,0,1,1
63,10,White,1,35,0,1,1
50,14,White,0,60,0,1,1
59,2,White,0,45,0,0,0
41,13,White,0,40,1,1,1
62,10,White,0,40,0,1,1
35,15,White,0,80,1,1,1
21,10,White,0,40,0,0,0
48,10,White,0,55,1,1,1
67,9,White,1,40,0,1,1
43,11,White,1,36,1,1,1
49,10,White,0,40,0,1,1
54,10,White,0,40,1,1,1
18,7,White,0,30,0,1,1
60,9,White,0,45,1,1,1
27,9,White,1,40,0,1,1
62,16,White,0,40,1,1,1
39,14,White,0,45,1,1,1
52,9,White,1,51,0,1,1
54,9,Asian-Pac-Islander,1,40,0,1,1
28,10,White,0,40,0,1,1
53,9,White,0,40,0,1,1
28,10,Black,0,40,0,1,1
24,9,White,0,50,0,1,1
37,12,White,0,30,0,0,0
55,9,White,0,40,0,0,0
47,13,White,0,50,0,1,1
26,9,White,0,40,0,1,1
23,12,White,1,35,0,1,1
41,13,White,0,55,1,1,1
25,13,White,1,40,0,1,1
17,8,White,1,20,0,1,1
34,9,White,0,40,0,1,1
34,8,White,0,40,0,1,1
41,10,Black,0,40,0,1,1
24,10,White,0,40,0,1,1
32,11,White,0,40,0,1,1
21,10,White,1,11,0,1,1
46,13,White,1,40,0,1,1
19,9,Black,1,35,0,1,1
29,13,White,0,40,1,1,1
43,13,White,0,50,0,1,1
18,7,White,1,45,0,0,0
33,9,White,0,88,0,1,1
21,9,White,0,40,0,1,1
33,9,White,1,40,0,1,1
29,13,White,0,40,1,1,1
20,10,White,1,40,0,0,0
42,11,White,1,20,0,0,0
21,10,White,1,25,0,1,1
25,13,White,0,40,0,1,1
20,9,White,1,40,0,1,1
59,12,White,0,32,1,1,1
55,9,White,0,50,1,1,1
49,12,White,0,35,0,1,1
48,10,White,0,50,1,1,1
32,13,White,0,44,1,1,1
25,13,White,1,40,0,1,1
41,9,White,1,20,0,1,1
57,14,White,0,40,1,1,1
38,14,White,0,60,1,1,1
25,3,Other,1,20,0,1,1
61,9,White,1,40,0,1,1
23,10,White,1,15,0,0,0
43,9,White,0,40,1,1,1
22,9,White,0,40,0,1,1
33,12,White,1,15,1,1,1
39,10,White,0,40,1,1,1
44,16,White,1,40,0,1,1
30,7,White,0,40,0,1,1
37,13,White,0,20,0,1,1
37,13,White,0,40,0,1,1
55,13,White,0,40,1,1,1
51,10,White,0,40,0,1,1
25,12,White,0,13,0,1,1
60,13,Asian-Pac-Islander,0,25,0,1,1
17,7,White,0,50,0,0,0
30,7,Other,0,40,0,1,1
63,8,Black,1,35,0,1,1
37,4,Black,0,56,0,1,1
32,13,White,0,45,0,1,1
64,10,Amer-Indian-Eskimo,0,45,1,1,1
21,10,White,1,49,0,1,1
53,9,Black,1,40,0,1,1
46,13,White,0,40,0,1,1
29,9,White,0,40,0,1,1
44,12,White,0,35,0,1,1
47,4,White,0,40,0,1,1
58,5,Black,0,40,0,0,0
40,9,Black,1,40,0,1,1
36,10,White,0,40,0,1,1
57,10,White,0,40,0,1,1
39,12,White,0,55,0,1,1
23,13,White,0,30,0,1,1
32,9,White,0,60,1,1,1
33,9,White,1,40,0,1,1
40,9,White,0,40,0,1,1
37,9,White,0,40,0,1,1
46,3,White,0,40,0,1,1
32,13,White,0,50,0,1,1
56,9,White,0,40,0,1,1
46,11,White,0,40,1,1,1
59,13,White,0,50,1,1,1
21,9,White,0,40,0,1,1
37,5,White,1,40,0,1,1
18,10,Black,0,40,0,1,1
28,13,White,0,50,0,1,1
18,8,White,0,20,0,0,0
59,11,White,0,55,1,1,1
25,9,White,1,40,0,1,1
17,5,White,1,10,0,1,1
30,14,White,0,40,1,1,1
21,10,White,1,28,0,1,1
31,10,White,0,50,0,1,1
56,10,White,1,40,0,1,1
64,7,White,0,40,0,1,1
46,11,White,1,40,1,1,1
60,8,White,0,40,0,1,1
59,9,White,1,36,0,1,1
46,9,White,0,50,0,1,1
19,10,White,0,30,0,1,1
49,13,White,0,50,0,1,1
24,9,White,0,45,0,1,1
65,10,Asian-Pac-Islander,1,15,0,1,1
27,9,Black,0,40,0,1,1
52,11,White,1,40,0,1,1
42,11,White,0,40,0,1,1
78,9,White,1,5,0,1,1
46,9,White,0,40,1,1,1
60,4,White,0,55,0,1,1
28,13,White,1,40,0,1,1
17,5,Black,0,20,0,1,1
57,5,White,0,40,1,1,1
48,16,Black,1,15,0,1,1
39,9,White,0,40,1,1,1
38,9,White,0,50,0,1,1
20,10,White,1,35,0,1,1
32,14,White,0,48,1,1,1
41,15,White,0,40,1,1,1
66,6,White,1,32,0,1,1
46,10,White,1,40,1,1,1
48,15,White,0,50,1,1,1
24,5,White,1,37,0,1,1
31,9,White,0,65,0,1,1
38,9,White,0,50,1,1,1
57,9,White,0,48,0,1,1
20,9,White,0,40,0,1,1
54,4,White,0,70,0,1,1
62,9,White,0,40,0,0,0
25,10,White,0,30,0,1,1
21,10,White,0,40,0,1,1
23,10,White,1,30,0,1,1
34,13,White,0,40,0,1,1
40,15,White,0,50,1,1,1
43,10,White,0,45,0,1,1
55,9,White,0,35,0,0,0
34,11,White,0,40,1,1,1
21,10,White,1,25,0,1,1
40,9,White,1,40,0,1,1
48,12,Black,1,40,0,1,1
47,9,White,0,38,0,1,1
63,7,White,0,40,1,1,1
33,9,White,0,40,0,1,1
64,10,White,0,10,1,0,0
28,11,White,1,40,0,1,1
21,9,White,0,25,0,1,1
51,13,White,0,60,0,1,1
67,14,White,0,60,1,1,1
33,13,White,0,38,0,1,1
31,2,White,0,40,0,1,1
