,Age,Education_num,Race,Sex,Hours_per_week,>50k,Class_ind,Occupation_ind
7983,43,3,4,0,40,0,1,1
7984,41,13,0,0,50,1,1,1
7985,29,9,0,1,30,0,1,1
7986,31,9,1,0,30,0,1,1
7987,54,5,0,0,40,0,1,1
7988,36,12,0,1,36,0,1,1
7989,37,9,0,1,40,0,1,1
7990,27,9,0,0,40,0,1,1
7991,52,15,0,0,50,1,1,1
7992,40,10,1,0,70,1,1,1
7993,24,9,3,0,40,0,1,1
7994,49,5,0,1,45,0,1,1
7995,22,10,0,1,30,0,1,1
7996,28,9,0,0,45,0,1,1
7997,61,9,1,1,34,0,1,1
7998,59,9,0,0,40,1,1,1
7999,31,10,0,0,40,0,1,1
8000,35,9,0,1,52,0,1,1
8001,37,10,0,0,40,0,1,1
8002,42,13,0,0,45,1,1,1
8003,21,10,1,0,40,0,1,1
8004,40,9,0,1,40,0,1,1
8005,23,10,0,1,10,0,1,1
8006,37,14,0,0,50,1,1,1
8007,38,9,0,1,40,0,1,1
8008,36,9,0,1,40,1,1,1
8009,48,9,0,1,40,0,1,1
8010,42,10,0,0,40,1,1,1
8011,30,9,1,1,35,0,1,1
8012,37,11,0,0,39,0,1,1
8013,29,14,0,0,55,1,1,1
8014,47,13,0,1,45,0,1,1
8015,47,9,0,0,42,0,1,1
8016,33,9,0,0,48,0,1,1
8017,24,12,0,0,50,0,1,1
8018,68,9,0,1,12,0,0,0
8019,43,13,0,0,50,1,1,1
8020,25,12,0,0,40,0,1,1
8021,27,9,0,1,40,0,1,1
8022,50,15,0,0,60,1,1,1
8023,19,10,0,0,60,0,0,0
8024,32,7,1,1,40,0,1,1
8025,30,9,0,1,40,0,1,1
8026,41,10,1,1,99,0,1,1
8027,21,10,0,0,40,0,0,0
8028,32,8,0,0,30,0,1,1
8029,47,13,0,1,45,0,1,1
8030,34,15,0,1,47,1,1,1
8031,47,13,0,0,60,1,1,1
8032,31,6,0,0,99,0,1,1
8033,45,10,1,1,25,0,1,1
8034,40,10,0,0,38,0,1,1
8035,31,14,3,0,60,1,1,1
8036,32,9,0,0,50,1,1,1
8037,40,10,0,0,40,0,1,1
8038,37,3,0,0,60,0,1,1
8039,31,15,0,0,50,0,1,1
8040,31,8,0,0,40,0,1,1
8041,18,7,0,0,30,0,0,0
8042,61,9,0,1,40,0,1,1
8043,28,12,0,1,40,0,1,1
8044,47,9,0,0,50,1,1,1
8045,55,9,0,0,60,0,1,1
8046,35,7,0,0,40,0,1,1
8047,31,9,0,0,40,0,1,1
8048,36,11,0,1,50,1,1,1
8049,58,16,0,0,32,1,1,1
8050,33,13,0,0,50,0,1,1
8051,33,13,0,0,45,0,1,1
8052,30,8,0,0,44,0,1,1
8053,45,10,0,1,60,0,1,1
8054,51,13,3,1,35,0,1,1
8055,44,3,0,0,40,0,1,1
8056,54,14,0,0,40,0,1,1
8057,42,13,0,1,50,0,1,1
8058,19,9,0,1,35,0,1,1
8059,31,10,0,0,40,0,1,1
8060,34,13,0,1,20,0,1,1
8061,27,9,0,0,50,0,1,1
8062,44,13,0,0,40,1,1,1
8063,35,11,0,0,42,1,1,1
8064,46,10,0,0,40,1,1,1
8065,30,10,0,0,40,1,1,1
8066,63,10,0,0,40,1,1,1
8067,37,13,1,0,40,1,1,1
8068,58,3,0,1,70,0,1,1
8069,48,13,0,0,70,1,1,1
8070,30,6,0,0,50,0,1,1
8071,45,9,0,0,40,1,1,1
8072,63,13,0,0,50,0,1,1
8073,53,15,0,0,40,1,1,1
8074,42,9,0,1,40,0,1,1
8075,31,13,0,1,40,1,1,1
8076,32,14,1,0,40,0,1,1
8077,27,10,0,1,40,0,1,1
8078,60,9,0,0,40,0,1,1
8079,24,9,0,0,40,0,0,0
8080,37,13,0,1,20,0,1,1
8081,34,9,0,1,32,0,1,1
8082,40,13,0,1,35,0,1,1
8083,19,10,0,1,40,0,1,1
8084,21,10,0,1,40,0,1,1
8085,36,9,0,1,40,0,1,1
8086,46,13,0,0,40,0,1,1
8087,51,10,0,0,55,1,1,1
8088,27,9,0,0,40,0,1,1
8089,50,10,0,0,56,1,1,1
8090,31,10,0,1,40,0,1,1
8091,34,9,0,0,40,0,1,1
8092,32,8,0,1,40,0,1,1
8093,41,10,0,0,12,0,1,1
8094,54,9,0,0,40,1,1,1
8095,34,13,0,1,41,0,1,1
8096,28,13,0,0,50,0,1,1
8097,17,7,0,1,13,0,1,1
8098,22,7,0,0,40,0,1,1
8099,47,3,0,1,40,1,1,1
8100,34,9,0,1,35,0,1,1
8101,45,11,0,0,60,0,1,1
8102,58,9,2,0,40,0,1,1
8103,75,9,0,1,16,0,0,0
8104,18,7,0,1,15,0,0,0
8105,45,10,1,0,40,0,1,1
8106,32,9,0,1,40,0,1,1
8107,34,10,0,0,63,0,1,1
8108,34,10,0,0,66,0,1,1
8109,49,9,0,1,40,0,1,1
8110,18,6,1,0,40,0,1,1
8111,41,10,0,0,40,0,0,0
8112,41,9,0,1,45,0,1,1
8113,30,9,0,1,40,0,1,1
8114,17,7,0,1,20,0,1,1
8115,58,9,0,0,80,0,0,0
8116,19,10,0,0,40,0,0,0
8117,35,9,0,0,50,0,1,1
8118,44,13,1,1,36,1,1,1
8119,28,13,0,0,40,0,1,1
8120,42,10,0,0,40,0,1,1
8121,45,10,0,0,45,0,1,1
8122,25,9,0,0,40,0,0,0
8123,40,9,0,0,40,0,1,1
8124,20,10,0,0,20,0,1,1
8125,27,10,0,1,40,0,1,1
8126,59,8,0,1,48,0,1,1
8127,18,10,0,1,20,0,1,1
8128,27,9,0,1,35,0,1,1
8129,47,9,0,0,70,0,1,1
8130,67,13,0,0,24,1,1,1
8131,33,5,0,1,44,0,1,1
8132,63,10,0,1,30,0,1,1
8133,40,14,0,0,40,0,1,1
8134,30,15,0,0,40,0,1,1
8135,28,10,0,0,40,0,1,1
8136,28,4,0,0,40,0,1,1
8137,49,12,0,0,35,0,1,1
8138,20,10,0,1,25,0,1,1
8139,49,10,0,0,41,1,1,1
8140,18,7,0,0,40,0,1,1
8141,28,9,0,0,40,0,1,1
8142,45,9,0,1,37,0,1,1
8143,57,5,0,1,38,0,1,1
8144,35,13,0,0,65,1,1,1
8145,66,9,0,0,16,0,1,1
8146,47,13,0,1,35,1,1,1
8147,57,9,0,0,40,1,1,1
8148,25,9,0,0,48,0,1,1
8149,35,10,0,0,40,0,1,1
8150,23,13,0,0,40,0,1,1
8151,29,10,0,0,40,0,1,1
8152,18,10,0,1,40,0,1,1
8153,23,10,0,0,40,0,1,1
8154,22,11,0,1,37,0,1,1
8155,30,9,0,0,40,0,1,1
8156,26,12,0,1,40,1,1,1
8157,52,9,0,0,40,1,1,1
8158,30,9,0,0,38,0,1,1
8159,36,9,0,0,30,0,1,1
8160,34,9,0,1,40,0,1,1
8161,59,9,0,0,40,0,0,0
8162,26,13,0,0,10,0,1,1
8163,22,10,3,0,24,0,1,1
8164,47,9,0,0,45,0,1,1
8165,65,9,0,1,50,0,1,1
8166,50,13,0,0,40,1,1,1
8167,50,10,0,0,40,1,1,1
8168,29,9,0,0,50,1,1,1
8169,58,9,0,0,20,0,1,1
8170,56,9,0,0,45,0,1,1
8171,22,9,0,0,60,0,1,1
8172,34,9,0,0,80,0,1,1
8173,45,13,0,0,40,1,1,1
8174,30,9,0,1,40,0,1,1
8175,40,10,0,1,45,1,1,1
8176,52,9,0,1,20,0,1,1
8177,44,13,0,0,45,0,1,1
8178,44,9,0,0,20,0,1,1
8179,27,13,0,1,60,0,1,1
8180,24,9,0,0,44,0,1,1
8181,28,13,0,1,45,0,1,1
8182,40,13,0,1,72,1,1,1
8183,67,10,0,0,40,1,0,0
8184,49,13,0,0,40,1,1,1
8185,36,10,0,0,40,0,1,1
8186,17,6,0,0,40,0,1,1
8187,51,9,0,1,60,1,1,1
8188,72,14,0,0,30,0,1,1
8189,21,9,0,0,20,0,0,0
8190,59,9,0,0,40,0,1,1
8191,32,13,0,0,40,0,1,1
8192,21,9,0,0,50,0,1,1
8193,29,9,1,1,40,0,1,1
8194,29,7,0,0,44,0,1,1
8195,59,9,0,0,40,1,1,1
8196,23,10,0,0,55,0,1,1
8197,67,13,3,0,12,0,1,1
8198,26,9,0,1,38,0,1,1
8199,35,10,0,1,40,0,1,1
8200,41,10,0,1,40,0,1,1
8201,31,13,0,0,40,0,1,1
8202,29,13,0,0,40,0,1,1
8203,19,10,0,0,15,0,0,0
8204,23,13,0,0,40,0,1,1
8205,31,10,0,1,50,0,1,1
8206,80,4,0,0,35,0,0,0
8207,22,13,0,1,30,0,1,1
8208,67,13,0,0,8,0,1,1
8209,46,13,0,0,40,0,1,1
8210,35,13,1,0,40,0,1,1
8211,32,12,0,0,40,1,1,1
8212,44,9,0,1,33,0,1,1
8213,24,13,0,0,40,0,1,1
8214,46,13,0,1,40,1,1,1
8215,52,13,0,0,44,1,1,1
8216,24,9,0,0,40,0,1,1
8217,31,9,0,1,35,0,1,1
8218,59,9,0,0,40,0,1,1
8219,35,9,0,0,40,0,1,1
8220,33,5,0,0,40,0,1,1
8221,34,13,0,0,46,1,1,1
8222,76,5,0,0,40,0,1,1
8223,41,9,0,0,40,0,0,0
8224,33,12,0,0,40,0,1,1
8225,47,9,0,0,40,0,1,1
8226,65,10,0,0,20,0,1,1
8227,65,13,0,0,40,0,1,1
8228,45,5,1,1,40,0,1,1
8229,22,6,1,1,40,0,1,1
8230,36,10,0,0,50,1,1,1
8231,66,7,0,0,32,0,0,0
8232,64,9,0,1,70,0,1,1
8233,47,15,0,0,50,1,1,1
8234,38,9,0,0,30,0,0,0
8235,25,12,1,1,40,0,1,1
8236,44,13,0,0,40,1,1,1
8237,66,10,0,0,50,0,1,1
8238,33,9,0,0,50,0,1,1
8239,64,6,0,0,40,0,1,1
8240,17,8,0,0,35,0,1,1
8241,26,9,0,0,40,0,1,1
8242,43,9,0,1,20,0,1,1
8243,40,6,0,0,40,0,1,1
8244,43,15,0,0,50,1,1,1
8245,24,13,0,1,40,0,1,1
8246,72,9,0,0,4,0,0,0
8247,68,9,0,0,15,0,1,1
8248,51,9,0,0,50,0,0,0
8249,21,6,0,0,44,0,1,1
8250,18,9,1,1,30,0,0,0
8251,36,6,0,0,40,0,1,1
8252,48,13,0,0,48,1,1,1
8253,32,9,0,0,40,1,1,1
8254,75,10,0,0,50,0,1,1
8255,25,13,0,0,40,0,1,1
8256,42,9,0,0,40,1,1,1
8257,17,7,0,1,20,0,1,1
8258,70,15,0,0,45,0,0,0
8259,32,13,0,1,50,0,1,1
8260,34,9,0,0,40,1,1,1
8261,54,4,1,0,40,0,1,1
8262,24,8,4,0,40,0,1,1
8263,46,12,1,1,50,0,1,1
8264,44,9,0,0,48,0,1,1
8265,56,13,0,0,40,1,1,1
8266,39,9,0,0,30,0,1,1
8267,46,13,1,0,40,0,1,1
8268,35,9,0,0,60,0,1,1
8269,39,10,0,0,47,1,1,1
8270,25,9,0,1,35,0,1,1
8271,18,7,0,0,30,0,1,1
8272,50,9,0,0,40,1,1,1
8273,43,12,0,1,40,0,1,1
8274,38,9,0,1,32,0,1,1
8275,26,10,0,1,40,0,1,1
8276,48,14,0,0,40,1,1,1
8277,42,9,0,1,40,1,1,1
8278,22,6,0,1,30,0,1,1
8279,20,10,0,0,50,0,1,1
8280,27,13,0,0,50,0,1,1
8281,31,4,0,0,40,0,1,1
8282,54,9,1,1,40,0,1,1
8283,38,12,0,1,40,1,1,1
8284,53,9,1,1,2,0,0,0
8285,51,9,0,0,40,0,1,1
8286,54,10,0,0,40,1,1,1
8287,54,9,0,1,80,0,1,1
8288,64,9,0,0,39,0,1,1
8289,48,9,0,0,20,0,0,0
8290,19,10,0,0,15,0,0,0
8291,52,9,0,0,50,0,1,1
8292,34,11,0,0,50,0,1,1
8293,39,8,0,0,50,0,1,1
8294,51,9,0,0,40,1,1,1
8295,48,10,0,1,40,1,1,1
8296,42,13,0,0,65,0,1,1
8297,38,9,0,0,55,1,1,1
8298,40,13,0,1,40,0,1,1
8299,37,12,0,0,45,0,1,1
8300,60,10,0,1,12,0,1,1
8301,60,9,0,0,65,0,1,1
8302,59,9,0,1,40,0,1,1
8303,30,11,0,1,41,0,1,1
8304,47,9,2,0,40,0,1,1
8305,42,13,4,0,40,1,1,1
8306,32,7,0,0,60,0,1,1
8307,23,9,0,0,40,0,1,1
8308,27,9,0,0,40,0,1,1
8309,55,9,1,0,38,0,1,1
8310,39,11,0,1,50,0,1,1
8311,33,13,0,0,50,0,1,1
8312,30,10,0,0,45,0,1,1
8313,81,9,1,0,20,0,1,1
8314,41,11,0,1,40,0,1,1
8315,38,7,0,0,40,0,1,1
8316,54,13,0,1,40,1,1,1
8317,38,9,0,0,41,1,1,1
8318,22,9,0,0,35,0,1,1
8319,44,10,0,0,55,1,1,1
8320,36,10,0,0,38,0,1,1
8321,32,16,0,0,35,1,1,1
8322,22,10,0,1,40,0,1,1
8323,45,13,0,0,40,0,1,1
8324,32,7,0,0,80,0,1,1
8325,30,9,1,0,40,0,1,1
8326,34,10,0,0,32,0,1,1
8327,36,14,3,0,40,0,1,1
8328,21,9,0,1,40,0,1,1
8329,40,14,0,0,60,0,1,1
8330,42,9,0,1,35,0,1,1
8331,52,14,0,0,50,1,1,1
8332,50,11,3,0,38,1,1,1
8333,48,13,0,0,40,1,1,1
8334,63,11,1,0,40,0,1,1
8335,27,9,0,1,30,0,1,1
8336,31,7,0,0,40,0,1,1
8337,22,10,0,0,44,0,0,0
8338,45,10,0,0,60,1,1,1
8339,35,11,0,0,52,1,1,1
8340,54,10,1,1,40,0,1,1
8341,23,10,0,0,11,0,0,0
8342,51,9,0,0,40,1,1,1
8343,71,3,0,0,40,0,1,1
8344,50,10,0,0,40,1,1,1
8345,36,9,0,0,45,0,1,1
8346,47,4,0,0,40,0,0,0
8347,38,10,0,0,50,0,1,1
8348,29,13,0,0,50,1,1,1
8349,59,4,0,0,40,0,1,1
8350,27,9,0,0,40,0,1,1
8351,42,9,0,0,40,0,1,1
8352,31,13,1,1,40,0,1,1
8353,44,10,0,0,40,1,1,1
8354,47,14,0,0,45,0,1,1
8355,23,10,0,0,15,0,1,1
8356,24,9,0,0,35,0,1,1
8357,46,16,0,0,55,1,1,1
8358,35,10,1,0,40,0,1,1
8359,36,10,2,1,42,0,1,1
8360,37,11,0,0,50,0,1,1
8361,20,10,0,1,10,0,1,1
8362,59,13,0,1,37,0,1,1
8363,17,7,0,0,15,0,1,1
8364,36,9,0,0,40,0,1,1
8365,57,9,0,0,40,1,1,1
8366,28,9,0,0,40,1,1,1
8367,43,10,0,1,50,0,1,1
8368,49,13,3,0,40,1,1,1
8369,50,9,0,0,40,1,1,1
8370,69,9,0,0,30,0,1,1
8371,57,3,0,1,40,0,1,1
8372,49,9,0,0,40,1,1,1
8373,48,10,0,0,45,0,1,1
8374,61,2,0,0,60,1,1,1
8375,51,4,4,0,40,0,1,1
8376,41,11,0,0,40,1,1,1
8377,60,12,0,1,40,0,1,1
8378,40,13,0,1,38,0,1,1
8379,36,13,0,1,40,0,1,1
8380,17,8,0,0,20,0,1,1
8381,50,15,3,1,25,0,1,1
8382,24,11,0,1,40,0,1,1
8383,70,9,0,0,40,0,0,0
8384,29,9,0,0,40,0,1,1
8385,20,10,0,1,25,0,1,1
8386,36,10,0,1,50,0,1,1
8387,35,13,0,0,37,0,1,1
8388,34,9,0,0,40,0,1,1
8389,18,7,0,1,20,0,1,1
8390,40,10,0,0,40,0,1,1
8391,51,9,0,1,40,0,1,1
8392,29,14,0,1,50,1,1,1
8393,24,9,0,1,40,0,1,1
8394,50,12,0,0,50,0,1,1
8395,38,11,0,1,50,0,1,1
8396,28,13,0,0,45,0,1,1
8397,57,9,0,0,40,0,1,1
8398,49,10,0,0,40,1,1,1
8399,46,10,0,0,45,1,1,1
8400,47,16,0,0,50,0,1,1
8401,22,6,0,1,35,0,1,1
8402,37,6,0,0,40,0,1,1
8403,39,9,0,1,35,0,1,1
8404,24,13,0,0,20,0,1,1
8405,31,9,1,0,30,0,1,1
8406,20,10,0,1,37,0,1,1
8407,36,10,0,0,40,1,1,1
8408,29,11,0,0,40,0,1,1
8409,42,14,0,0,55,1,1,1
8410,67,11,0,0,18,0,1,1
8411,47,14,0,0,40,1,1,1
8412,35,13,0,0,60,1,1,1
8413,42,13,1,0,35,0,1,1
8414,32,10,4,1,40,0,1,1
8415,44,9,0,0,40,0,1,1
8416,42,10,0,0,40,0,1,1
8417,17,7,0,1,12,0,1,1
8418,50,9,0,0,40,0,1,1
8419,46,13,1,0,23,0,1,1
8420,39,9,0,0,60,1,1,1
8421,25,9,0,0,40,0,1,1
8422,19,10,0,1,20,0,1,1
8423,46,7,0,0,40,0,1,1
8424,37,13,0,1,40,1,1,1
8425,24,9,0,0,40,0,1,1
8426,45,13,0,0,40,0,1,1
8427,90,14,0,0,99,0,1,1
8428,45,13,3,0,40,0,1,1
8429,41,10,0,0,72,1,1,1
8430,29,9,0,0,35,0,1,1
8431,53,9,0,0,40,0,1,1
8432,21,9,0,0,60,0,1,1
8433,45,13,0,0,60,1,1,1
8434,38,12,0,0,21,1,1,1
8435,43,12,0,0,44,0,1,1
8436,53,13,1,0,40,1,1,1
8437,22,10,0,0,50,0,1,1
8438,44,11,0,0,50,0,1,1
8439,40,13,0,0,60,1,1,1
8440,67,10,0,1,40,0,1,1
8441,58,14,0,0,35,1,1,1
8442,23,13,0,1,38,0,1,1
8443,31,11,0,0,40,0,1,1
8444,28,9,0,1,70,0,1,1
8445,52,7,0,0,40,0,1,1
8446,23,9,0,1,40,0,1,1
8447,21,9,0,0,40,0,1,1
8448,28,13,0,0,57,1,1,1
8449,43,14,2,0,35,1,1,1
8450,36,13,1,1,30,0,1,1
8451,27,13,0,0,40,0,1,1
8452,56,9,0,0,40,1,1,1
8453,31,9,0,1,40,0,1,1
8454,39,14,0,1,40,0,1,1
8455,22,10,1,1,40,0,1,1
8456,37,13,0,0,39,0,1,1
8457,29,9,0,0,40,1,1,1
8458,58,9,0,0,40,0,1,1
8459,43,9,1,0,40,0,1,1
8460,21,10,0,1,30,0,1,1
8461,34,13,0,1,50,1,1,1
8462,56,9,1,1,40,0,1,1
8463,43,9,0,0,80,1,1,1
8464,44,10,0,0,45,0,1,1
8465,45,12,1,1,40,0,1,1
8466,33,9,0,0,40,0,1,1
8467,40,9,0,0,40,0,1,1
8468,66,10,0,1,20,0,1,1
8469,27,4,0,1,30,0,1,1
8470,65,2,0,0,35,0,1,1
8471,20,9,0,1,32,0,1,1
8472,18,7,0,1,20,0,1,1
8473,45,13,0,1,38,0,1,1
8474,55,9,0,1,60,0,1,1
8475,43,9,0,0,40,0,1,1
8476,21,10,1,1,35,0,1,1
8477,28,9,0,0,40,0,1,1
8478,23,12,0,0,40,0,1,1
8479,28,13,0,0,40,0,1,1
8480,21,9,0,1,43,1,1,1
8481,23,9,0,0,40,0,1,1
8482,63,9,0,0,40,0,1,1
8483,60,10,0,0,40,1,1,1
8484,32,10,0,1,40,0,1,1
8485,33,9,1,1,40,0,1,1
8486,30,8,0,0,40,0,1,1
8487,68,9,0,0,25,0,1,1
8488,53,12,0,0,45,1,1,1
8489,36,10,0,1,40,1,1,1
8490,23,13,0,0,50,0,1,1
8491,26,9,1,0,40,0,1,1
8492,42,13,0,0,38,0,1,1
8493,20,9,0,0,40,0,1,1
8494,53,9,0,1,45,0,1,1
8495,36,9,0,1,40,0,1,1
8496,47,10,1,0,40,0,1,1
8497,35,12,3,0,40,0,1,1
8498,32,13,1,1,40,0,1,1
8499,41,15,0,0,45,1,1,1
8500,22,9,0,1,48,0,1,1
8501,28,9,0,0,40,1,1,1
8502,42,9,0,0,40,0,1,1
8503,51,10,0,0,50,1,1,1
8504,33,13,0,0,45,1,1,1
8505,22,10,0,0,45,0,1,1
8506,60,9,0,1,33,0,1,1
8507,50,14,0,0,60,1,1,1
8508,58,9,0,0,16,0,1,1
8509,22,10,0,0,60,0,1,1
8510,47,14,0,0,45,1,1,1
8511,28,13,0,0,50,0,1,1
8512,38,16,0,0,60,1,1,1
8513,67,13,0,0,30,0,1,1
8514,76,13,0,0,40,1,1,1
8515,41,14,0,0,55,1,1,1
8516,57,14,0,0,50,1,1,1
8517,22,10,0,0,40,0,1,1
8518,38,13,0,0,45,0,1,1
8519,30,12,4,1,40,1,1,1
8520,30,13,0,0,40,1,1,1
8521,27,9,0,1,40,0,1,1
8522,22,9,0,0,20,0,1,1
8523,40,7,0,0,20,1,1,1
8524,73,13,0,1,12,0,1,1
8525,23,13,0,0,6,0,1,1
8526,51,13,0,0,60,1,1,1
8527,29,9,0,1,40,0,1,1
8528,46,14,0,0,40,0,1,1
8529,29,9,1,1,16,0,1,1
8530,34,13,0,1,35,0,1,1
8531,38,14,0,1,48,0,1,1
8532,62,16,0,0,50,1,1,1
8533,30,9,0,1,50,0,1,1
8534,20,10,0,0,40,0,1,1
8535,40,7,1,1,36,0,1,1
8536,37,9,0,0,35,0,1,1
8537,56,4,0,0,40,0,1,1
8538,63,10,0,0,50,0,1,1
8539,25,9,0,0,40,0,1,1
8540,40,9,0,0,40,0,1,1
8541,53,6,0,0,40,0,1,1
8542,23,13,1,1,40,0,1,1
8543,32,6,1,1,40,0,1,1
8544,33,10,0,1,40,0,1,1
8545,50,9,0,1,40,0,1,1
8546,37,10,0,0,40,0,1,1
8547,29,13,0,0,15,0,1,1
8548,28,10,1,1,40,0,1,1
8549,46,10,0,0,40,1,1,1
8550,42,9,0,0,40,1,1,1
8551,21,5,0,0,30,0,1,1
8552,24,12,0,0,30,0,1,1
8553,53,5,0,0,50,0,1,1
8554,54,9,0,0,45,0,1,1
8555,36,11,0,1,40,0,1,1
8556,52,9,1,0,40,0,1,1
8557,71,9,0,1,25,0,1,1
8558,36,9,0,0,40,0,1,1
8559,52,4,0,0,40,0,1,1
8560,38,9,0,0,48,0,1,1
8561,56,13,0,0,40,0,1,1
8562,52,9,0,0,40,1,1,1
8563,55,10,0,1,40,0,1,1
8564,31,13,0,0,45,0,1,1
8565,51,9,0,0,65,0,1,1
8566,23,13,0,1,50,0,1,1
8567,40,12,0,1,40,0,1,1
8568,20,10,0,0,28,0,1,1
8569,36,10,0,0,40,0,1,1
8570,22,13,0,0,35,0,1,1
8571,49,13,0,0,55,1,1,1
8572,35,13,0,0,55,1,1,1
8573,31,13,0,0,40,0,1,1
8574,43,9,0,0,20,0,1,1
8575,48,10,0,0,70,0,1,1
8576,53,9,0,0,40,0,1,1
8577,26,9,1,0,40,0,1,1
8578,35,10,0,0,40,0,1,1
8579,37,10,1,1,40,0,1,1
8580,55,9,0,0,15,0,1,1
8581,27,9,0,0,45,0,1,1
8582,47,9,0,0,45,0,1,1
8583,44,13,0,0,40,1,1,1
8584,47,11,0,0,45,0,0,0
8585,24,9,0,0,45,0,1,1
8586,23,12,0,1,70,0,1,1
8587,37,9,0,1,32,0,1,1
8588,32,9,0,0,60,0,1,1
8589,43,14,0,1,38,1,1,1
8590,30,13,0,1,40,0,1,1
8591,36,13,3,1,40,1,1,1
8592,21,10,0,1,40,0,1,1
8593,40,9,0,1,32,0,1,1
8594,52,9,0,1,38,0,1,1
8595,40,13,0,0,40,1,1,1
8596,54,14,0,0,60,1,1,1
8597,45,13,0,0,50,0,1,1
8598,28,13,0,0,50,0,1,1
8599,30,10,0,0,45,0,1,1
8600,31,9,0,0,40,1,1,1
8601,42,13,0,1,60,1,1,1
8602,24,11,0,1,40,0,1,1
8603,45,14,0,0,40,1,1,1
8604,51,16,0,1,45,1,1,1
8605,29,13,0,0,40,1,1,1
8606,35,9,0,0,40,0,1,1
8607,24,3,0,0,40,0,1,1
8608,34,9,0,0,40,0,1,1
8609,29,9,0,1,20,0,1,1
8610,42,13,0,0,40,1,1,1
8611,19,10,0,0,20,0,0,0
8612,33,13,0,1,55,1,1,1
8613,32,9,0,0,40,0,1,1
8614,34,14,0,1,45,1,1,1
8615,27,9,0,0,40,0,1,1
8616,36,9,0,1,35,1,1,1
8617,39,10,0,0,48,0,1,1
8618,33,9,0,0,40,0,1,1
8619,48,9,0,1,35,0,1,1
8620,27,10,0,0,40,0,1,1
8621,33,10,0,0,40,0,1,1
8622,28,9,0,0,40,0,1,1
8623,17,7,0,1,16,0,1,1
8624,38,9,0,0,44,0,1,1
8625,28,9,0,0,40,0,1,1
8626,22,10,0,1,20,0,0,0
8627,41,9,0,0,40,0,1,1
8628,42,5,0,1,40,0,1,1
8629,36,4,0,0,60,0,1,1
8630,37,14,0,0,40,1,1,1
8631,38,13,0,0,40,1,1,1
8632,55,10,0,0,40,0,1,1
8633,55,13,0,0,60,1,1,1
8634,36,10,3,1,40,1,1,1
8635,32,10,1,1,40,0,0,0
8636,52,13,0,1,45,0,1,1
8637,20,9,0,1,20,0,1,1
8638,43,10,0,0,40,1,1,1
8639,35,9,1,1,40,0,1,1
8640,61,3,0,1,37,0,1,1
8641,30,12,0,0,60,0,1,1
8642,38,13,0,0,40,1,1,1
8643,31,10,0,0,40,0,1,1
8644,21,10,0,0,40,0,1,1
8645,28,9,1,0,40,0,1,1
8646,57,11,0,1,50,0,1,1
8647,19,9,0,0,40,0,1,1
8648,18,10,0,0,45,0,0,0
8649,34,13,0,0,35,0,1,1
8650,42,11,0,0,52,0,1,1
8651,36,9,0,0,40,1,1,1
8652,33,13,1,0,40,0,1,1
8653,32,15,0,0,40,1,1,1
8654,41,16,0,0,60,1,1,1
8655,23,13,0,1,40,0,1,1
8656,31,11,0,0,40,0,1,1
8657,38,6,0,0,40,0,1,1
8658,51,9,0,0,40,0,1,1
8659,36,9,0,1,40,0,1,1
8660,38,10,0,1,40,0,0,0
8661,57,10,0,1,40,0,1,1
8662,20,9,0,1,55,0,1,1
8663,66,13,0,0,40,1,1,1
8664,22,9,0,1,40,0,1,1
8665,46,6,0,0,99,1,1,1
8666,38,14,0,0,50,1,1,1
8667,63,6,1,0,40,0,0,0
8668,43,14,3,0,60,1,1,1
8669,37,9,1,1,35,0,1,1
8670,22,13,0,0,20,0,1,1
8671,58,9,0,1,23,0,1,1
8672,43,9,1,0,40,0,1,1
8673,55,14,0,1,38,0,1,1
8674,45,9,0,0,40,0,1,1
8675,48,13,0,0,55,1,1,1
8676,36,13,0,0,50,1,1,1
8677,73,4,0,1,99,0,1,1
8678,29,9,0,0,40,0,1,1
8679,36,9,0,0,50,1,1,1
8680,57,13,0,0,50,1,1,1
8681,25,10,0,1,40,0,0,0
8682,32,11,0,0,40,0,1,1
8683,34,13,0,0,40,1,1,1
8684,20,12,0,1,20,0,1,1
8685,51,9,0,1,40,0,1,1
8686,51,10,0,0,40,0,1,1
8687,45,10,1,0,48,0,1,1
8688,68,9,0,1,35,0,1,1
8689,73,10,0,0,40,0,1,1
8690,18,4,1,0,20,0,1,1
8691,35,9,0,0,40,0,1,1
8692,58,9,0,1,40,1,1,1
8693,38,9,0,0,55,0,1,1
8694,62,10,0,1,40,0,0,0
8695,31,9,0,0,40,0,1,1
8696,18,9,0,0,40,0,1,1
8697,35,10,0,1,32,0,1,1
8698,51,14,1,1,18,1,1,1
8699,49,10,0,0,44,1,1,1
8700,51,13,0,1,55,0,1,1
8701,28,9,0,0,40,0,1,1
8702,21,12,0,0,48,0,0,0
8703,32,13,0,0,40,1,1,1
8704,50,11,0,0,40,1,1,1
8705,47,13,1,0,40,1,1,1
8706,54,9,3,0,38,0,1,1
8707,41,11,0,0,45,0,1,1
8708,29,9,0,0,40,0,1,1
8709,52,6,1,1,40,0,1,1
8710,19,10,0,0,40,0,0,0
8711,33,14,0,0,60,1,1,1
8712,37,9,0,0,55,0,1,1
8713,62,10,0,0,15,0,0,0
8714,27,11,2,1,40,0,1,1
8715,46,9,0,0,50,1,1,1
8716,45,14,3,0,50,1,1,1
